t_global,label,source
275.083,0,auto
275.165,0,auto
275.238,0,auto
275.341,0,auto
275.414,0,auto
275.526,0,auto
275.596,0,auto
275.714,0,auto
275.770,0,auto
275.874,0,auto
275.936,0,auto
275.998,0,auto
276.088,0,auto
276.161,0,auto
276.228,0,auto
276.291,0,auto
276.356,0,auto
276.428,0,auto
276.490,0,auto
276.534,0,auto
276.606,0,auto
276.688,0,auto
276.749,0,auto
276.815,0,auto
276.859,0,auto
276.928,0,auto
276.984,0,auto
277.050,0,auto
277.114,0,auto
277.192,0,auto
277.250,0,auto
277.294,0,auto
277.393,0,auto
277.509,0,auto
277.563,0,auto
277.656,0,auto
277.734,0,auto
277.807,0,auto
277.908,0,auto
278.003,0,auto
278.073,0,auto
278.147,0,auto
278.209,0,auto
278.276,0,auto
278.377,0,auto
278.469,0,auto
278.527,0,auto
278.601,0,auto
278.688,0,auto
278.773,0,auto
278.854,0,auto
278.915,0,auto
279.031,0,auto
279.099,0,auto
279.165,0,auto
279.206,0,auto
279.314,0,auto
279.375,0,auto
279.462,0,auto
279.641,0,auto
279.708,0,auto
279.788,0,auto
279.925,0,auto
280.042,0,auto
280.676,0,auto
280.698,0,auto
280.722,0,auto
280.747,0,auto
280.770,0,auto
280.792,0,auto
280.818,0,auto
280.841,0,auto
280.865,0,auto
280.935,0,auto
280.999,0,auto
281.044,0,auto
281.104,0,auto
281.249,0,auto
281.292,0,auto
281.331,0,auto
281.369,0,auto
281.426,0,auto
281.500,0,auto
281.556,0,auto
281.622,0,auto
281.690,0,auto
281.728,0,auto
281.790,0,auto
281.867,0,auto
281.919,0,auto
281.969,0,auto
282.027,0,auto
282.091,0,auto
282.131,0,auto
282.204,0,auto
282.279,0,auto
282.335,0,auto
282.424,0,auto
282.505,0,auto
282.589,0,auto
282.660,0,auto
282.745,0,auto
282.841,0,auto
282.916,0,auto
282.970,0,auto
283.072,0,auto
283.124,0,auto
283.182,0,auto
283.263,0,auto
283.333,0,auto
283.396,0,auto
283.517,0,auto
283.604,0,auto
283.700,0,auto
283.772,0,auto
283.857,0,auto
283.958,0,auto
284.049,0,auto
284.132,0,auto
284.203,0,auto
284.296,0,auto
284.382,0,auto
284.483,0,auto
284.574,0,auto
284.672,0,auto
284.759,0,auto
284.827,0,auto
284.969,0,auto
285.074,0,auto
285.168,0,auto
285.242,0,auto
285.318,0,auto
285.412,0,auto
285.463,0,auto
285.555,0,auto
285.626,0,auto
285.728,0,auto
285.805,0,auto
285.922,0,auto
286.009,0,auto
286.088,0,auto
286.167,0,auto
286.242,0,auto
286.343,0,auto
286.420,0,auto
286.492,0,auto
286.549,0,auto
286.631,0,auto
286.737,0,auto
286.835,0,auto
286.923,0,auto
286.995,0,auto
287.087,0,auto
287.177,0,auto
287.255,0,auto
287.321,0,auto
287.420,0,auto
287.486,0,auto
287.567,0,auto
287.652,0,auto
287.743,0,auto
287.846,0,auto
287.894,0,auto
287.988,0,auto
288.069,0,auto
288.183,0,auto
288.233,0,auto
288.302,0,auto
288.376,0,auto
288.446,0,auto
288.529,0,auto
288.657,0,auto
288.710,0,auto
288.804,0,auto
288.887,0,auto
289.007,0,auto
289.098,0,auto
289.183,0,auto
289.209,0,auto
289.279,0,auto
289.863,0,auto
289.887,0,auto
289.911,0,auto
289.934,0,auto
289.958,0,auto
289.982,0,auto
290.007,0,auto
290.031,1,auto
290.080,1,auto
290.114,1,auto
290.165,1,auto
290.225,1,auto
290.262,1,auto
290.329,0,auto
290.867,0,auto
290.890,0,auto
290.914,0,auto
290.938,0,auto
290.961,0,auto
290.987,0,auto
291.011,0,auto
291.035,0,auto
291.058,0,auto
291.083,0,auto
291.160,0,auto
291.226,0,auto
291.301,3,auto
291.850,4,auto
291.874,4,auto
291.897,4,auto
291.921,4,auto
291.944,4,auto
291.968,4,auto
291.991,4,auto
292.015,4,auto
292.070,4,auto
292.173,4,auto
292.245,4,auto
292.313,4,auto
292.841,4,auto
292.865,4,auto
292.888,4,auto
292.911,4,auto
292.936,4,auto
292.959,4,auto
292.983,4,auto
293.007,4,auto
293.054,4,auto
293.151,4,auto
293.207,4,auto
293.283,4,auto
293.880,1,auto
293.904,1,auto
293.927,1,auto
293.950,1,auto
293.973,1,auto
293.997,1,auto
294.020,1,auto
294.044,1,auto
294.110,1,auto
294.202,1,auto
294.273,1,auto
294.377,1,auto
294.994,4,auto
295.018,4,auto
295.041,4,auto
295.065,4,auto
295.088,4,auto
295.111,4,auto
295.134,4,auto
295.175,4,auto
295.241,4,auto
295.324,4,auto
295.414,4,auto
295.445,4,auto
296.008,3,auto
296.032,3,auto
296.055,3,auto
296.078,3,auto
296.102,3,auto
296.125,3,auto
296.149,3,auto
296.200,3,auto
296.268,3,auto
296.327,3,auto
296.423,3,auto
296.506,3,auto
297.085,3,auto
297.109,3,auto
297.132,3,auto
297.155,3,auto
297.179,3,auto
297.202,3,auto
297.225,3,auto
297.249,3,auto
297.336,3,auto
297.418,3,auto
297.462,3,auto
297.564,3,auto
298.135,4,auto
298.159,4,auto
298.182,4,auto
298.205,4,auto
298.229,4,auto
298.253,4,auto
298.276,4,auto
298.300,4,auto
298.430,4,auto
298.525,4,auto
298.589,4,auto
299.147,1,auto
299.171,1,auto
299.194,1,auto
299.217,1,auto
299.240,1,auto
299.264,1,auto
299.288,1,auto
299.311,1,auto
299.360,1,auto
299.484,1,auto
299.591,1,auto
300.158,1,auto
